Subject,Session,Axis,Run,Plate,S,rxy
P0008,20231101142916,cor,,0,-1.0107342696205033,-0.00032758841827618124
P0008,20231101142916,axi,1,0,-0.9999400528580944,-0.016000049344811133
P0008,20231101142916,axi,1,1,-0.9999400528597328,-0.016000049240759255
P0008,20231101142916,axi,1,2,-0.9840679885294321,0.01600004732608809
P0008,20231101142916,axi,2,0,-0.9999400528580944,-0.016000049344811133
P0008,20231101142916,axi,2,1,-0.9999400528597328,-0.016000049240759255
P0008,20231101142916,axi,2,2,-0.9840679885294321,0.01600004732608809
P0008,20231101145303,sag,,0,-0.963557499693522,0.005043155153869966
P0008,20231101145303,cor,,0,-1.007692758964871,-8.152729222905483e-05
P0008,20231101145303,axi,1,0,-0.9999400528580944,-0.016000049344811133
P0008,20231101145303,axi,1,1,-0.9999400528597328,-0.016000049240759255
P0008,20231101145303,axi,1,2,-0.9840679885294321,0.01600004732608809
P0008,20231101145303,axi,2,0,-0.9999400528580944,-0.016000049344811133
P0008,20231101145303,axi,2,1,-0.9999400528597328,-0.016000049240759255
P0008,20231101145303,axi,2,2,-0.9840679885294321,0.01600004732608809
P0008,20231101145908,sag,,0,-0.963557499693522,0.005043155153869966
P0008,20231101145908,cor,,0,-1.0116195340924792,-0.0015119637528462262
P0008,20231101145908,axi,1,0,-0.9999400528580944,-0.016000049344811133
P0008,20231101145908,axi,1,1,-0.9999400528597328,-0.016000049240759255
P0008,20231101145908,axi,1,2,-0.9883412229743351,0.01600004728455414
P0008,20231101145908,axi,2,0,-0.9999400528580944,-0.016000049344811133
P0008,20231101145908,axi,2,1,-0.9999400528597328,-0.016000049240759255
P0008,20231101145908,axi,2,2,-0.9840679885294321,0.01600004732608809
P0008,20240312080322,sag,,0,-0.9687059847476516,-0.00011533015183076353
P0008,20240312080322,cor,,0,-1.0103487665426774,-0.009591916933358889
P0008,20240312080322,axi,1,0,-1.0032238996939606,-0.011034515771983333
P0008,20240312080322,axi,1,1,-1.0030908164759893,-0.012883094987349013
P0008,20240312080322,axi,1,2,-0.9994590119933469,0.019417788186143176
P0008,20240312080322,axi,2,0,-1.0052307015518973,-0.00800002464666796
P0008,20240312080322,axi,2,1,-1.0030908164759893,-0.012883094987349013
P0008,20240312080322,axi,2,2,-0.9972545037252771,0.01576532113127961
P0008,20240313071948,sag,,0,-0.9618477819259825,0.003391117071290327
P0008,20240313071948,cor,,0,-1.007076620337662,-0.0070267460401385075
P0008,20240313071948,axi,1,0,-0.9999400528580944,-0.016000049344811133
P0008,20240313071948,axi,1,1,-1.0052063600878962,-0.010801035949462794
P0008,20240313071948,axi,1,2,-1.0012850328742697,0.019237295451907117
P0008,20240313071948,axi,2,0,-0.9999400528580944,-0.016000049344811133
P0008,20240313071948,axi,2,1,-1.0109663233522632,-0.010830660073626444
P0008,20240313071948,axi,2,2,-0.9944066428916383,0.01599983498880063
P0008,20240314080347,sag,,0,-0.9627413836156684,0.008356427894917856
P0008,20240314080347,cor,,0,-1.0082857464722645,-0.001997238399087083
P0008,20240314080347,axi,1,0,-1.0011109176817026,-0.03183132303780553
P0008,20240314080347,axi,1,1,-1.0142760456738662,-0.0020970294315323414
P0008,20240314080347,axi,1,2,-1.0022726371007753,0.011163399720916485
P0008,20240314080347,axi,2,0,-0.999940052860552,-0.03200009465217604
P0008,20240314080347,axi,2,1,-1.0142760456738662,-0.0020970294315323414
P0008,20240314080347,axi,2,2,-1.0065462278593933,0.015128457212523209
P0009,20230619164159,sag,,0,-0.9742526133173535,0.0046463941311457695
P0009,20230619164159,cor,,0,-1.0158101030271303,-0.01600001754213605
P0009,20230619164159,axi,1,0,-1.06650032591448,-0.015492486653584728
P0009,20230619164159,axi,1,1,-1.0488362521147914,0.01700735737098529
P0009,20230619164159,axi,1,2,-1.0649643164089853,0.016248066770006515
P0009,20230619164159,axi,2,0,-1.06650032591448,-0.015492486653584728
P0009,20230619164159,axi,2,1,-1.0488362521147914,0.01700735737098529
P0009,20230619164159,axi,2,2,-1.063775740163049,0.017427774473646327
P0009,20230621095657,sag,,0,-0.9681094242342744,0.00032478065362535197
P0009,20230621095657,cor,,0,-1.0048008212551345,0.005287971961725245
P0009,20230621095657,axi,1,0,-1.0553166963608662,-0.02332019196106805
P0009,20230621095657,axi,1,1,-1.0313917436845605,0.0027827594925311575
P0009,20230621095657,axi,1,2,-1.057069675377034,0.029545686912134633
P0009,20230621095657,axi,2,0,-1.0602920295269924,-0.03189056456786915
P0009,20230621095657,axi,2,1,-1.0351372918327206,0.004543845535421757
P0009,20230621095657,axi,2,2,-1.0525992947673362,0.02187272840708223
P0009,20230622093334,sag,,0,-0.9694705986768754,0.006110790910522024
P0009,20230622093334,cor,,0,-1.0186554731821058,-0.004539634545801648
P0009,20230622093334,axi,1,0,-1.0592368032492248,-0.023676585531118288
P0009,20230622093334,axi,1,1,-1.0383225671375338,-0.0034257704171711083
P0009,20230622093334,axi,1,2,-1.0627922571043278,0.02792510476747251
P0009,20230622093334,axi,2,0,-1.0637312410999398,-0.02459938586959403
P0009,20230622093334,axi,2,1,-1.035187929500771,-0.0003789899155378206
P0009,20230622093334,axi,2,2,-1.0654763528807512,0.025742858851475904
P0009,20230623094531,sag,,0,-0.970314924820523,-0.0008799080512842845
P0009,20230623094531,cor,,0,-1.0192946642814906,-0.006319709169740197
P0009,20230623094531,axi,1,0,-1.0557950135703766,-0.03150116397260484
P0009,20230623094531,axi,1,1,-1.0414935648598087,0.007317821913375389
P0009,20230623094531,axi,1,2,-1.0649150853372598,0.019124972548427495
P0009,20230623094531,axi,2,0,-1.0612062368134885,-0.029060262117976146
P0009,20230623094531,axi,2,1,-1.0433140033875588,0.005568477811044116
P0009,20230623094531,axi,2,2,-1.0641199699068191,0.027616914545382183
P0009,20230626114009,sag,,0,-0.9693384942092096,0.008210359902483724
P0009,20230626114009,cor,,0,-1.016305511168382,-0.006835088383338281
P0009,20230626114009,axi,1,0,-1.0638577542255707,-0.018675167347228544
P0009,20230626114009,axi,1,1,-1.0369285365524956,0.002323881939215319
P0009,20230626114009,axi,1,2,-1.060992372323778,0.030755436198952504
P0009,20230626114009,axi,2,0,-1.0636808391129853,-0.02881307372658405
P0009,20230626114009,axi,2,1,-1.035164636847669,0.010774187111876402
P0009,20230626114009,axi,2,2,-1.059533499069186,0.021249373879521215
P0009,20230628122618,sag,,0,-0.9681783017726369,0.002229764864500279
P0009,20230628122618,cor,,0,-1.0105258123671013,-0.01464123105918631
P0009,20230628122618,axi,1,0,-1.0594777578674897,-0.020000625763430126
P0009,20230628122618,axi,1,1,-1.0430899823891284,0.010181377619610181
P0009,20230628122618,axi,1,2,-1.064836315623603,0.024124337960708953
P0009,20230628122618,axi,2,0,-1.0602923597284324,-0.020970716418134576
P0009,20230628122618,axi,2,1,-1.0430762680185584,0.008422246010744379
P0009,20230628122618,axi,2,2,-1.061715091440801,0.01913439028166436
P0009,20230629175409,sag,,0,-0.9675179182969786,0.004938079734614
P0009,20230629175409,cor,,0,-1.016853773417654,-0.016977938794774425
P0009,20230629175409,axi,1,0,-1.0602923597284324,-0.020970716418134576
P0009,20230629175409,axi,1,1,-1.0430762680185584,0.008422246010744379
P0009,20230629175409,axi,1,2,-1.0615575520097618,0.029162310271523335
P0009,20230629175409,axi,2,0,-1.0602923597284324,-0.020970716418134576
P0009,20230629175409,axi,2,1,-1.0432225742529078,0.011282061426863471
P0009,20230629175409,axi,2,2,-1.061892365738714,0.022401434735606032
P0009,20230630093957,sag,,0,-0.9706221684078594,0.004091550112442364
P0009,20230630093957,cor,,0,-1.0187188753975638,-0.020612422491003618
P0009,20230630093957,axi,1,0,-1.0601430055522414,-0.023830496227158313
P0009,20230630093957,axi,1,1,-1.0430762680185584,0.008422246010744379
P0009,20230630093957,axi,1,2,-1.061715091440801,0.01913439028166436
P0009,20230630093957,axi,2,0,-1.0631944931346224,-0.022620634170134282
P0009,20230630093957,axi,2,1,-1.0423126717609819,0.009789711717000625
P0009,20230630093957,axi,2,2,-1.0611906988741342,0.020831430515985364
P0009,20230703094159,sag,,0,-0.9730322834347859,0.002181875381426765
P0009,20230703094159,cor,,0,-1.0184575285316169,-0.023862628693423905
P0009,20230703094159,axi,1,0,-1.0559421174251828,-0.025958784152320155
P0009,20230703094159,axi,1,1,-1.0430762680185584,0.008422246010744379
P0009,20230703094159,axi,1,2,-1.0623058343511462,0.022264724941200374
P0009,20230703094159,axi,2,0,-1.0638464218887718,-0.01630639337118768
P0009,20230703094159,axi,2,1,-1.0430762680185584,0.008422246010744379
P0009,20230703094159,axi,2,2,-1.0654763528807512,0.025742858851475904
P0009,20230704162244,sag,,0,-0.9691326963836254,0.0051931937520691175
P0009,20230704162244,cor,,0,-1.0181069215013103,-0.019996339837251013
P0009,20230704162244,axi,1,0,-1.058079244905212,-0.02302909674185579
P0009,20230704162244,axi,1,1,-1.0423126717609819,0.009789711717000625
P0009,20230704162244,axi,1,2,-1.0615575520097618,0.029162310271523335
P0009,20230704162244,axi,2,0,-1.0550307641753902,-0.024254360152709306
P0009,20230704162244,axi,2,1,-1.0430762680185584,0.008422246010744379
P0009,20230704162244,axi,2,2,-1.0611906988741342,0.020831430515985364
P0009,20230705154338,sag,,0,-0.9669166348570173,0.005757691017107037
P0009,20230705154338,cor,,0,-1.0150569819958943,-0.014354808262139127
P0009,20230705154338,axi,1,0,-1.0620433347998812,-0.023986415603131223
P0009,20230705154338,axi,1,1,-1.0430762680185584,0.008422246010744379
P0009,20230705154338,axi,1,2,-1.0615575520097618,0.029162310271523335
P0009,20230705154338,axi,2,0,-1.0546731324132834,-0.02901641927468529
P0009,20230705154338,axi,2,1,-1.0430762680185584,0.008422246010744379
P0009,20230705154338,axi,2,2,-1.0602679785371507,0.022752837531563007
P0009,20230707084743,sag,,0,-0.9742526133173535,0.0046463941311457695
P0009,20230707084743,cor,,0,-1.0158101030267708,-0.016000017563908224
P0009,20230707084743,axi,1,0,-1.06650032591448,-0.015492486653584728
P0009,20230707084743,axi,1,1,-1.0488362521147914,0.01700735737098529
P0009,20230707084743,axi,1,2,-1.0587242601227287,0.013620354550015264
P0009,20230707084743,axi,2,0,-1.06650032591448,-0.015492486653584728
P0009,20230707084743,axi,2,1,-1.0488362521147914,0.01700735737098529
P0009,20230707084743,axi,2,2,-1.0624991395990857,0.01628575579312791
P0009,20230710092545,sag,,0,-0.9736584435778746,0.0040851146023039575
P0009,20230710092545,cor,,0,-1.0177756741228186,-0.017926936894048395
P0009,20230710092545,axi,1,0,-1.06650032591448,-0.015492486653584728
P0009,20230710092545,axi,1,1,-1.0488362521147914,0.01700735737098529
P0009,20230710092545,axi,1,2,-1.0587242601227287,0.013620354550015264
P0009,20230710092545,axi,2,0,-1.06650032591448,-0.015492486653584728
P0009,20230710092545,axi,2,1,-1.0488362521147914,0.01700735737098529
P0009,20230710092545,axi,2,2,-1.0603051024835266,0.014361512739348445
P0009,20230719095652,sag,,0,-0.9749956077374841,0.004710784127933014
P0009,20230719095652,cor,,0,-1.007555928578883,-0.0002291976843031441
P0009,20230719095652,axi,1,0,-1.0192426280512252,-0.021991576122972513
P0009,20230719095652,axi,1,1,-1.0101658433517922,0.006534203948019184
P0009,20230719095652,axi,1,2,-1.0257968231745715,0.004559961434579575
P0009,20230719095652,axi,2,0,-1.014948913663876,-0.021176172126272853
P0009,20230719095652,axi,2,1,-1.0108840371353776,-0.005142872864524278
P0009,20230719095652,axi,2,2,-1.0228061664311743,0.008953340317306158
P0009,20230721094001,sag,,0,-0.9747473495938271,0.012831552119230314
P0009,20230721094001,cor,,0,-1.0098787018940352,-0.00014296485748307997
P0009,20230721094001,axi,1,0,-1.0163990464656572,-0.010804708404382392
P0009,20230721094001,axi,1,1,-1.0135770509410307,-0.012862389817122899
P0009,20230721094001,axi,1,2,-1.0093675400409734,0.0055534509094864355
P0009,20230721094001,axi,2,0,-1.016121324409519,-0.01019600011915222
P0009,20230721094001,axi,2,1,-1.019675571142858,-0.0042993467989813836
P0009,20230721094001,axi,2,2,-1.0263614636790186,0.002825049791632745
P0009,20230724125055,sag,,0,-0.9744802384068489,0.01025791039088033
P0009,20230724125055,cor,,0,-1.013137245683979,-0.0016703501549752003
P0009,20230724125055,axi,1,0,-1.0158669765447899,-0.009660137862956775
P0009,20230724125055,axi,1,1,-1.020560735533398,-0.007773638713041549
P0009,20230724125055,axi,1,2,-1.0293014215416927,0.003281649066308895
P0009,20230724125055,axi,2,0,-1.016239875762381,-0.004571751553599561
P0009,20230724125055,axi,2,1,-1.01744860277091,-0.001241185859165484
P0009,20230724125055,axi,2,2,-1.0177704410747739,-0.00010728154032397033
P0009,20230725094314,sag,,0,-0.9802925986494572,0.010746718369271227
P0009,20230725094314,cor,,0,-1.0121585564299493,-0.005657637699556295
P0009,20230725094314,axi,1,0,-1.0123274285532726,-0.004913408252527229
P0009,20230725094314,axi,1,1,-1.010949582673721,-0.0025132935141220954
P0009,20230725094314,axi,1,2,-1.0122636056314929,-0.004245908038128897
P0009,20230725094314,axi,2,0,-1.0212453746666592,-0.011003200532346546
P0009,20230725094314,axi,2,1,-1.0164886916157854,0.00021680481547471306
P0009,20230725094314,axi,2,2,-1.0155764021141676,0.0036356634702591033
P0009,20230726093400,sag,,0,-0.9752596290481237,0.005337777075499303
P0009,20230726093400,cor,,0,-1.0155253245967524,2.711689232348137e-05
P0009,20230726093400,axi,1,0,-1.0140084072309103,-0.002768901571409698
P0009,20230726093400,axi,1,1,-1.0167400217071325,-0.0026357000347287836
P0009,20230726093400,axi,1,2,-1.0126592535983892,-0.004271949701831311
P0009,20230726093400,axi,2,0,-1.0136449384316775,-0.002860122756129329
P0009,20230726093400,axi,2,1,-1.016609508706607,-0.0054962304120360975
P0009,20230726093400,axi,2,2,-1.0151873780615468,0.004725512109665177
P0009,20230727151503,sag,,0,-0.9774732052484097,0.01195327866814874
P0009,20230727151503,cor,,0,-1.0103926082281467,0.0004860713676865386
P0009,20230727151503,axi,1,0,-1.0190578462121826,-0.007558990370463106
P0009,20230727151503,axi,1,1,-1.022591698568179,-0.009281836692523818
P0009,20230727151503,axi,1,2,-1.0080722516347211,0.005011399482413356
P0009,20230727151503,axi,2,0,-1.0191563083216575,-0.004426349382915834
P0009,20230727151503,axi,2,1,-1.0218281023106026,-0.007914370986267578
P0009,20230727151503,axi,2,2,-1.0108587458757825,0.011416299892993339
P0009,20230731131816,sag,,0,-0.9698781815691365,0.008765747787919796
P0009,20230731131816,cor,,0,-1.0120752348699307,-0.0004068593560442469
P0009,20230731131816,axi,1,0,-1.0161830871349016,-0.010335305309932291
P0009,20230731131816,axi,1,1,-1.022591698568179,-0.009281836692523818
P0009,20230731131816,axi,1,2,-1.0242772311134,0.0055832344048223105
P0009,20230731131816,axi,2,0,-1.013953338867294,-0.008384853109679236
P0009,20230731131816,axi,2,1,-1.0247867037743015,-0.007857972363127068
P0009,20230731131816,axi,2,2,-1.012277592272512,0.003047837546094294
P0009,20230807150155,sag,,0,-0.972432585831868,0.013067796634961241
P0009,20230807150155,cor,,0,-1.0105955848886439,-0.0011338315715330206
P0009,20230807150155,axi,1,0,-1.020394252770416,-0.008269419756105026
P0009,20230807150155,axi,1,1,-1.022591698568179,-0.009281836692523818
P0009,20230807150155,axi,1,2,-1.0161503552297662,-0.002990949367289995
P0009,20230807150155,axi,2,0,-1.0166316433656055,-0.003693966286094391
P0009,20230807150155,axi,2,1,-1.018647197213339,-0.007622829997959227
P0009,20230807150155,axi,2,2,-1.0177706986900235,0.0022630185406144684
P0009,20230809093310,sag,,0,-0.9780063086492852,0.012107088008372579
P0009,20230809093310,cor,,0,-1.0101933764844047,0.001614836430434861
P0009,20230809093310,axi,1,0,-1.0136886614447203,-0.015188210591164
P0009,20230809093310,axi,1,1,-1.012029679824489,-0.004999469273784033
P0009,20230809093310,axi,1,2,-1.0209154009689836,0.004399403076669231
P0009,20230809093310,axi,2,0,-1.015061619369897,-0.010664893506369802
P0009,20230809093310,axi,2,1,-1.022591698568179,-0.009281836692523818
P0009,20230809093310,axi,2,2,-1.0161603198450215,0.007373765553731448
P0009,20230905093527,sag,,0,-0.9701497951266299,0.004552311020696472
P0009,20230905093527,cor,,0,-1.0098522353193844,0.0011437936988459296
P0009,20230905093527,axi,1,0,-1.0121545036311783,-0.007903290604583876
P0009,20230905093527,axi,1,1,-0.9990042859363761,0.0035897468265031346
P0009,20230905093527,axi,1,2,-1.0260786747102877,0.00937933844747246
P0009,20230905093527,axi,2,0,-1.0113920811959036,-0.012318176105423642
P0009,20230905093527,axi,2,1,-1.0034221855432026,0.0061873600582791925
P0009,20230905093527,axi,2,2,-1.0279776135099372,0.0008646984049574102
P0009,20230907092841,sag,,0,-0.9673544552416434,0.007031862120536185
P0009,20230907092841,cor,,0,-1.0109949916377923,-0.0010449019187473117
P0009,20230907092841,axi,1,0,-1.012872867914039,-0.017185237524336032
P0009,20230907092841,axi,1,1,-0.9980642755176422,0.002166799624239605
P0009,20230907092841,axi,1,2,-1.0251367473025907,-0.0014000427497152276
P0009,20230907092841,axi,2,0,-1.0078950741491899,-0.009321177711547921
P0009,20230907092841,axi,2,1,-0.9983214537288657,0.0037192298278886197
P0009,20230907092841,axi,2,2,-1.0255007753571967,0.005117481913746698
P0009,20230911161444,sag,,0,-0.9685827216243978,0.009622430469652693
P0009,20230911161444,cor,,0,-1.00723241150408,0.0036959908260584054
P0009,20230911161444,axi,1,0,-1.0050418469491418,-0.010857176309572707
P0009,20230911161444,axi,1,1,-1.0080927014629248,-0.003140326675307401
P0009,20230911161444,axi,1,2,-1.0366724453140594,-0.007726935890046308
P0009,20230911161444,axi,2,0,-1.0127598153167674,-0.015384662261821513
P0009,20230911161444,axi,2,1,-0.9992328750114461,0.0021310705695736926
P0009,20230911161444,axi,2,2,-1.0239210454179213,-0.0037715668860189453
P0009,20230912092018,sag,,0,-0.9660251099349808,0.004542390796743238
P0009,20230912092018,cor,,0,-1.00750074001177,0.0034805067546263765
P0009,20230912092018,axi,1,0,-1.0107466864680108,-0.019382188484941942
P0009,20230912092018,axi,1,1,-1.008068085930971,-6.349118304799749e-05
P0009,20230912092018,axi,1,2,-1.0227669817548068,-0.004256534241398396
P0009,20230912092018,axi,2,0,-1.0133906925598715,-0.008691503140867671
P0009,20230912092018,axi,2,1,-1.0081813173809384,0.004795501753395011
P0009,20230912092018,axi,2,2,-1.024337611623102,-0.0011526302971724672
P0009,20230918154853,sag,,0,-0.9623278420230797,0.0041953500132416235
P0009,20230918154853,cor,,0,-1.0057801553349743,0.004355271926187957
P0009,20230918154853,axi,1,0,-1.0148874581724954,-0.002361743546509105
P0009,20230918154853,axi,1,1,-1.0001320538920715,0.007998998923471745
P0009,20230918154853,axi,1,2,-1.0270416106028364,-0.0006329694467584017
P0009,20230918154853,axi,2,0,-1.0146458993762135,-0.01293778151271997
P0009,20230918154853,axi,2,1,-1.0041539340596286,0.0012158042674929419
P0009,20230918154853,axi,2,2,-1.0302537869195396,-0.0011597787045111228
P0009,20231003162058,sag,,0,-0.96139117076674,0.0021207656349393547
P0009,20231003162058,cor,,0,-1.0068923245031638,0.0020224999072580227
P0009,20231003162058,axi,1,0,-1.009960031500789,-0.013648084050386415
P0009,20231003162058,axi,1,1,-1.008082855254843,0.01094859375613612
P0009,20231003162058,axi,1,2,-1.021197731225234,0.0028751687859631878
P0009,20231003162058,axi,2,0,-1.0060446565986858,-0.017230821939723015
P0009,20231003162058,axi,2,1,-1.005210445834447,0.0033116444021659766
P0009,20231003162058,axi,2,2,-1.0268703062643285,-0.002486508406480579
P0009,20231004142303,sag,,0,-0.9604923741354681,0.003580214190677323
P0009,20231004142303,axi,1,0,-1.0043956108053236,-0.005922259399324812
P0009,20231004142303,axi,1,1,-1.0070245851663913,-0.0011152206231791074
P0009,20231004142303,axi,1,2,-1.0214235702929888,0.0002922925275764916
P0009,20231004142303,axi,2,0,-1.004851444838239,-0.007609748274867767
P0009,20231004142303,axi,2,1,-1.006604080809743,-0.0020092819043605967
P0009,20231004142303,axi,2,2,-1.0293760275069606,-0.006210805002213976
P0009,20231016143746,sag,,0,-0.969514531947087,-0.0005705638349636777
P0009,20231016143746,cor,,0,-1.0020307069125542,0.002969127375345196
P0009,20231016143746,axi,1,0,-1.0066698210780693,-0.011457042283713768
P0009,20231016143746,axi,1,1,-1.00808619240622,-0.007910175755590526
P0009,20231016143746,axi,1,2,-1.016414946728035,0.003913668362721213
P0009,20231016143746,axi,2,0,-1.0105404400366738,-0.011245333340846347
P0009,20231016143746,axi,2,1,-1.0115606126716137,-0.010746363407194391
P0009,20231016143746,axi,2,2,-1.012966525445979,-0.002923751977145341
P0009,20231019083153,sag,,0,-0.9710903477023134,0.005161806511482559
P0009,20231019083153,cor,,0,-1.008636437565657,-0.0023315712749127273
P0009,20231019083153,axi,1,0,-1.0135798148880641,-0.021915680164709947
P0009,20231019083153,axi,1,1,-1.008252416887508,0.0001846016434182314
P0009,20231019083153,axi,1,2,-1.0339515582491003,-1.2075081304578144e-10
P0009,20231019083153,axi,2,0,-1.0129679916609946,-0.0190493270615211
P0009,20231019083153,axi,2,1,-1.018773181935234,-0.0029694061715425813
P0009,20231019083153,axi,2,2,-1.0357257886121891,-0.005189216443728616
P0009,20231031102232,sag,,0,-0.9698656179333349,0.005564106283562215
P0009,20231031102232,cor,,0,-1.0104208232341048,-0.001094542307644622
P0009,20231031102232,axi,1,0,-1.000452055889426,-0.015739934837917947
P0009,20231031102232,axi,1,1,-1.005254855094417,0.006236851324797274
P0009,20231031102232,axi,1,2,-1.01758046941951,0.01035248541829591
P0009,20231031102232,axi,2,0,-1.003955147138512,-0.01858112281825578
P0009,20231031102232,axi,2,1,-1.0054623616395861,0.005371873314163597
P0009,20231031102232,axi,2,2,-1.0080784339738122,0.013118877642876718
P0009,20231116145830,sag,,0,-0.9802588571545751,0.006915259642654464
P0009,20231116145830,cor,,0,-1.0114337482506308,0.0010974106879005976
P0009,20231116145830,axi,1,0,-1.0011103433540685,-0.01484008197873855
P0009,20231116145830,axi,1,1,-1.0123782196245037,-0.010087327232779879
P0009,20231116145830,axi,1,2,-1.0131582164361461,0.00583674797371541
P0009,20231116145830,axi,2,0,-0.9999400528580944,-0.016000049344811133
P0009,20231116145830,axi,2,1,-1.0108840371354983,-0.010857176108477782
P0009,20231116145830,axi,2,2,-1.0191697710923466,0.0029318726747115855
P0009,20231117093757,sag,,0,-0.9752568353187538,0.008049828807776514
P0009,20231117093757,cor,,0,-1.0106047277743289,-0.000583293817896853
P0009,20231117093757,axi,1,0,-1.0067423661419457,-0.021142920642331267
P0009,20231117093757,axi,1,1,-1.0168661432898507,-0.008031206507237796
P0009,20231117093757,axi,1,2,-1.0255074812906209,0.011746063535668802
P0009,20231117093757,axi,2,0,-1.0179605596909833,-0.01590618652250151
P0009,20231117093757,axi,2,1,-1.0153744943493885,-0.008978000304645007
P0009,20231117093757,axi,2,2,-1.0192723685017089,0.007796244795216848
P0009,20240311115251,sag,,0,-0.9746827482328431,0.008240339358887894
P0009,20240311115251,cor,,0,-1.015338784776771,-0.004965749051820876
P0009,20240311115251,axi,1,0,-1.005919548260468,-0.008043437597150368
P0009,20240311115251,axi,1,1,-1.0086824593033823,-0.00018972045616760802
P0009,20240311115251,axi,1,2,-1.0108733168862056,0.012287195098714686
P0009,20240311115251,axi,2,0,-1.0057621766539597,-0.015647044049967113
P0009,20240311115251,axi,2,1,-1.0095021573788565,-0.0027231658590261103
P0009,20240311115251,axi,2,2,-1.0027742909347708,0.0059340838067243155
P0009,20240312093459,sag,,0,-0.9719913104585335,0.007512706122769126
P0009,20240312093459,cor,,0,-1.0101994050568834,0.00016127585801523937
P0009,20240312093459,axi,1,0,-1.0190298058019436,-0.003953988150512237
P0009,20240312093459,axi,1,1,-1.0163241198033126,3.469446951953614e-18
P0009,20240312093459,axi,1,2,-1.0190445497389962,0.00126456431281869
P0009,20240312093459,axi,2,0,-1.0174423846084881,-0.004102174846283401
P0009,20240312093459,axi,2,1,-1.01197860210646,0.002721683625960111
P0009,20240312093459,axi,2,2,-1.0148944351599996,-0.00035360237089028697
P0009,20240313083821,sag,,0,-0.9689149993883607,0.00962287196510406
P0009,20240313083821,cor,,0,-1.0068621822603718,-0.002579354834651406
P0009,20240313083821,axi,1,0,-1.017993591367626,-0.012452899868806239
P0009,20240313083821,axi,1,1,-1.0129395823089644,-0.0035071190983185473
P0009,20240313083821,axi,1,2,-1.0189322451539395,0.00028717695638370584
P0009,20240313083821,axi,2,0,-1.0179028417444123,-0.009793144465532387
P0009,20240313083821,axi,2,1,-1.0119382506540437,0.0007141129532644997
P0009,20240313083821,axi,2,2,-1.0191696507083006,0.003179899676272132
P0010,20240304092435,sag,,0,-0.9741957933327141,-0.0002866874144392857
P0010,20240304092435,cor,,0,-1.015980770058007,0.005666386551357722
P0010,20240304092435,axi,1,0,-1.000452055889426,-0.015739934837917947
P0010,20240304092435,axi,1,1,-1.01606811823009,0.01599803388685953
P0010,20240304092435,axi,1,2,-0.9996840512865101,0.03225396858566711
P0010,20240304092435,axi,2,0,-1.000452055889426,-0.015739934837917947
P0010,20240304092435,axi,2,1,-1.01606811823009,0.01599803388685953
P0010,20240304092435,axi,2,2,-0.9971560013248228,0.022112868880108674
P0010,20240305091810,sag,,0,-0.9769086359099911,-0.0074585263385863465
P0010,20240305091810,cor,,0,-1.02258941656112,0.010841715088676516
P0010,20240305091810,axi,1,0,-1.005700076207735,-0.03200009833919808
P0010,20240305091810,axi,1,1,-1.020676136906507,0.012513746586020249
P0010,20240305091810,axi,1,2,-1.0019905994102436,0.02261935303114171
P0010,20240305091810,axi,2,0,-1.0057000762087154,-0.032000098308240035
P0010,20240305091810,axi,2,1,-1.0206761369067376,0.014219846508898204
P0010,20240305091810,axi,2,2,-1.0088992467963829,0.019886478357412238
P0010,20240307091945,sag,,0,-0.973404083586283,-0.008521344971835702
P0010,20240307091945,cor,,0,-1.0181352098693672,0.004441626686703441
P0010,20240307091945,axi,1,0,-1.0042242546689828,-0.029849474100407253
P0010,20240307091945,axi,1,1,-1.02070798015602,0.014774062143625422
P0010,20240307091945,axi,1,2,-1.0044251861686035,0.017942218381382942
P0010,20240307091945,axi,2,0,-1.004416601372935,-0.025480113018633253
P0010,20240307091945,axi,2,1,-1.0230465964982076,0.010185959234583507
P0010,20240307091945,axi,2,2,-1.0026971791648123,0.017945565269474772
P0012,20230915095751,axi,1,0,-1.0533439067973853,-0.032794682144771915
P0012,20230915095751,axi,1,1,-1.0321961835979891,4.8317851608891634e-24
P0012,20230915095751,axi,1,2,-1.0602713995130506,0.014816198532972794
P0012,20230915095751,axi,2,0,-1.0533439067973853,-0.032794682144771915
P0012,20230915095751,axi,2,1,-1.0321961835979891,4.8317851608891634e-24
P0012,20230915095751,axi,2,2,-1.0602713995130506,0.014816198532972794
P0012,20231012090832,axi,1,0,-1.0488362521147916,-0.015490159844781602
P0012,20231012090832,axi,1,1,-1.0321961835979891,4.8317851608891634e-24
P0012,20231012090832,axi,1,2,-1.0626603198872595,0.04646521110981015
P0012,20231012090832,axi,2,0,-1.0488362521147916,-0.015490159844781602
P0012,20231012090832,axi,2,1,-1.0321961835979891,4.8317851608891634e-24
P0012,20231012090832,axi,2,2,-1.0645071707448206,0.0465045461670853
P0012,20231019082834,axi,1,0,-1.0460313321182753,-0.023910861958976286
P0012,20231019082834,axi,1,1,-1.0353469468192262,-0.003116245787270154
P0012,20231019082834,axi,1,2,-1.0544418780174427,0.022620759923282316
P0012,20231019082834,axi,2,0,-1.0454548624802107,-0.022206569341003013
P0012,20231019082834,axi,2,1,-1.0340166218575515,-0.0018028195626668434
P0012,20231019082834,axi,2,2,-1.0491136010764506,0.030624432474622022
P0012,20231102072526,axi,1,0,-1.0483242489699844,-0.032000098271814756
